Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,610968,-,-,-,19.69,-100.18,-6,2926,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2019,1,1,0,0,0,0,0,4.4,0.11,1,90.46000000000001,5.800000000000001,724
2019,1,1,0,30,0,0,0,4.4,0.11,1,90.46000000000001,5.800000000000001,724
2019,1,1,1,0,0,0,0,4,0.11,0.9,87.56,5.9,723
2019,1,1,1,30,0,0,0,4,0.11,0.9,87.56,5.9,723
2019,1,1,2,0,0,0,0,3.6,0.11,0.9,85.25,5.9,723
2019,1,1,2,30,0,0,0,3.6,0.11,0.9,85.25,5.9,723
2019,1,1,3,0,0,0,0,3.2,0.11,0.9,83.59,5.800000000000001,723
2019,1,1,3,30,0,0,0,3.2,0.11,0.9,84.76,5.6000000000000005,723
2019,1,1,4,0,0,0,0,2.9000000000000004,0.11,0.9,83.84,5.4,723
2019,1,1,4,30,0,0,0,2.9000000000000004,0.11,0.9,85.01,5.2,723
2019,1,1,5,0,0,0,0,2.4000000000000004,0.11,0.9,83.45,5,723
2019,1,1,5,30,0,0,0,2.4000000000000004,0.11,0.9,85.21000000000001,4.7,723
2019,1,1,6,0,0,0,0,2,0.11,0.9,83.8,4.5,723
2019,1,1,6,30,0,0,0,2,0.11,0.9,83.92,4.5,724
2019,1,1,7,0,0,0,0,2.2,0.11,0.9,85.79,4.4,724
2019,1,1,7,30,20,289,0,2.2,0.11,0.9,74.69,6.4,724
2019,1,1,8,0,35,644,0,4.5,0.11,0.9,76.85000000000001,8.3,725
2019,1,1,8,30,45,801,0,4.5,0.11,0.8,67.2,10.3,725
2019,1,1,9,0,51,890,0,2.4000000000000004,0.11,0.7000000000000001,51.27,12.200000000000001,725
2019,1,1,9,30,57,946,0,2.4000000000000004,0.11,0.7000000000000001,46.49,13.700000000000001,725
2019,1,1,10,0,61,983,0,1.7000000000000002,0.11,0.8,40.1,15.200000000000001,725
2019,1,1,10,30,64,1007,0,1.7000000000000002,0.11,1.1,38.11,16,725
2019,1,1,11,0,69,1022,0,2,0.11,1.3,36.87,16.8,724
2019,1,1,11,30,221,703,7,2,0.11,1.5,35.730000000000004,17.3,724
2019,1,1,12,0,215,736,7,2.3000000000000003,0.11,1.7000000000000002,35.54,17.8,724
2019,1,1,12,30,200,799,7,2.3000000000000003,0.11,1.7000000000000002,35.050000000000004,18,723
2019,1,1,13,0,333,492,7,2.5,0.11,1.8,34.88,18.3,723
2019,1,1,13,30,326,473,7,2.5,0.11,1.6,35.050000000000004,18.2,722
2019,1,1,14,0,315,439,7,2.5,0.11,1.5,34.99,18.2,722
2019,1,1,14,30,225,627,7,2.5,0.11,1.3,35.43,18,722
2019,1,1,15,0,74,973,0,2.5,0.11,1.2000000000000002,35.92,17.8,722
2019,1,1,15,30,119,773,7,2.5,0.11,1.1,37.300000000000004,17.2,722
2019,1,1,16,0,107,716,7,4,0.11,1.1,43.06,16.6,722
2019,1,1,16,30,123,395,7,4,0.11,0.9,47.68,15,722
2019,1,1,17,0,63,586,7,8.700000000000001,0.11,0.7000000000000001,73.9,13.3,722
2019,1,1,17,30,39,469,7,8.700000000000001,0.11,0.7000000000000001,73.9,13.3,722
2019,1,1,18,0,18,164,7,6.9,0.11,0.7000000000000001,77.94,10.600000000000001,722
2019,1,1,18,30,0,0,7,6.9,0.11,0.7000000000000001,81.22,10,723
2019,1,1,19,0,0,0,7,6,0.11,0.6000000000000001,79.55,9.4,723
2019,1,1,19,30,0,0,7,6.1000000000000005,0.11,0.5,81.83,9,724
2019,1,1,20,0,0,0,7,5.7,0.11,0.5,81.79,8.6,724
2019,1,1,20,30,0,0,7,5.7,0.11,0.6000000000000001,85.18,8,724
2019,1,1,21,0,0,0,6,5.5,0.11,0.8,87.31,7.5,724
2019,1,1,21,30,0,0,7,5.5,0.11,0.9,90.34,7,724
2019,1,1,22,0,0,0,7,5.5,0.11,1,93.82000000000001,6.4,724
2019,1,1,22,30,0,0,7,5.5,0.11,0.9,95.12,6.2,724
2019,1,1,23,0,0,0,7,5.2,0.11,0.9,95.15,5.9,724
2019,1,1,23,30,0,0,7,5.2,0.11,0.9,97.14,5.6000000000000005,724
2019,1,2,0,0,0,0,7,5.2,0.11,0.9,98.60000000000001,5.4,724
2019,1,2,0,30,0,0,7,5.1000000000000005,0.11,0.9,100,5.1000000000000005,724
2019,1,2,1,0,0,0,0,4.9,0.11,0.9,100,4.9,724
2019,1,2,1,30,0,0,7,4.6000000000000005,0.11,1,100,4.6000000000000005,724
2019,1,2,2,0,0,0,0,4.4,0.11,1,100,4.4,724
2019,1,2,2,30,0,0,0,3.9000000000000004,0.11,1,100,3.9000000000000004,724
2019,1,2,3,0,0,0,0,3.5,0.11,1.1,100,3.5,724
2019,1,2,3,30,0,0,7,3.3000000000000003,0.11,1.1,100,3.3000000000000003,723
2019,1,2,4,0,0,0,0,3.1,0.11,1.1,100,3.1,723
2019,1,2,4,30,0,0,0,2.9000000000000004,0.11,1.1,100,2.9000000000000004,723
2019,1,2,5,0,0,0,0,2.7,0.11,1.1,100,2.7,723
2019,1,2,5,30,0,0,0,2.5,0.11,1,100,2.5,724
2019,1,2,6,0,0,0,0,2.4000000000000004,0.11,1,100,2.4000000000000004,724
2019,1,2,6,30,0,0,0,2.7,0.11,0.9,100,2.7,725
2019,1,2,7,0,0,0,0,2.9000000000000004,0.11,0.8,100,2.9000000000000004,725
2019,1,2,7,30,21,279,0,3.6,0.11,0.9,90.57000000000001,5,726
2019,1,2,8,0,35,638,0,4.7,0.11,1,84.65,7.1000000000000005,726
2019,1,2,8,30,45,800,0,4.7,0.11,1,73.92,9.1,726
2019,1,2,9,0,53,880,0,4,0.11,1,62.01,11,726
2019,1,2,9,30,72,876,0,4,0.11,1.2000000000000002,56.550000000000004,12.4,726
2019,1,2,10,0,92,876,0,3.3000000000000003,0.11,1.5,49.17,13.8,726
2019,1,2,10,30,251,442,7,3.3000000000000003,0.11,1.8,46.7,14.600000000000001,726
2019,1,2,11,0,302,387,7,3,0.11,2.2,43.480000000000004,15.4,725
2019,1,2,11,30,355,237,6,3,0.11,2.5,42.38,15.8,725
2019,1,2,12,0,385,157,6,3.2,0.11,2.9000000000000004,41.660000000000004,16.2,724
2019,1,2,12,30,386,196,6,3.1,0.11,3.1,41.34,16.3,723
2019,1,2,13,0,398,206,6,3.4000000000000004,0.11,3.3000000000000003,41.88,16.400000000000002,723
2019,1,2,13,30,350,101,6,3.4000000000000004,0.11,3.3000000000000003,42.09,16.3,722
2019,1,2,14,0,343,165,6,3.7,0.11,3.4000000000000004,43.09,16.3,722
2019,1,2,14,30,272,412,7,3.7,0.11,3.2,43.36,16.2,722
2019,1,2,15,0,206,37,6,4.1000000000000005,0.11,3.1,44.71,16.1,722
2019,1,2,15,30,177,522,7,4.1000000000000005,0.11,2.9000000000000004,45.93,15.700000000000001,723
2019,1,2,16,0,66,892,0,4.4,0.11,2.7,48.15,15.3,723
2019,1,2,16,30,63,799,0,4.4,0.11,2,53.04,13.8,723
2019,1,2,17,0,46,770,0,7.5,0.11,1.3,72.65,12.3,723
2019,1,2,17,30,37,595,0,7.5,0.11,1.3,72.65,12.3,723
2019,1,2,18,0,20,205,7,6.5,0.11,1,85.4,8.8,724
2019,1,2,18,30,0,0,0,6.5,0.11,0.9,86.56,8.6,724
2019,1,2,19,0,0,0,0,5.5,0.11,0.8,82.25,8.4,724
2019,1,2,19,30,0,0,0,5.5,0.11,0.7000000000000001,83.37,8.200000000000001,724
2019,1,2,20,0,0,0,0,5,0.11,0.6000000000000001,81.79,7.9,724
2019,1,2,20,30,0,0,0,5,0.11,0.5,83.02,7.7,725
2019,1,2,21,0,0,0,0,4.800000000000001,0.11,0.5,82.85000000000001,7.5,725
2019,1,2,21,30,0,0,0,4.800000000000001,0.11,0.5,83.99,7.300000000000001,725
2019,1,2,22,0,0,0,0,4.5,0.11,0.5,84.08,7,725
2019,1,2,22,30,0,0,0,4.5,0.11,0.6000000000000001,85.82000000000001,6.7,725
2019,1,2,23,0,0,0,0,4.2,0.11,0.6000000000000001,85.37,6.5,725
2019,1,2,23,30,0,0,0,4.2,0.11,0.6000000000000001,87.15,6.2,725
2019,1,3,0,0,0,0,0,4.1000000000000005,0.11,0.6000000000000001,87.38,6,725
2019,1,3,0,30,0,0,0,4,0.11,0.6000000000000001,88.48,5.800000000000001,724
2019,1,3,1,0,0,0,7,3.9000000000000004,0.11,0.6000000000000001,89.14,5.5,724
2019,1,3,1,30,0,0,7,3.9000000000000004,0.11,0.6000000000000001,90.38,5.300000000000001,724
2019,1,3,2,0,0,0,7,3.7,0.11,0.6000000000000001,91.05,5,724
2019,1,3,2,30,0,0,7,3.7,0.11,0.6000000000000001,92.33,4.800000000000001,724
2019,1,3,3,0,0,0,6,3.5,0.11,0.5,92.9,4.6000000000000005,724
2019,1,3,3,30,0,0,7,3.5,0.11,0.5,92.9,4.6000000000000005,724
2019,1,3,4,0,0,0,7,3.5,0.11,0.4,92.96000000000001,4.5,724
2019,1,3,4,30,0,0,7,3.5,0.11,0.4,92.96000000000001,4.5,724
2019,1,3,5,0,0,0,6,3.2,0.11,0.4,92.18,4.4,724
2019,1,3,5,30,0,0,6,3.2,0.11,0.4,92.83,4.3,724
2019,1,3,6,0,0,0,6,3,0.11,0.4,92.22,4.2,724
2019,1,3,6,30,0,0,6,3.1,0.11,0.4,91.07000000000001,4.4,725
2019,1,3,7,0,0,0,6,3.3000000000000003,0.11,0.4,91.13,4.6000000000000005,725
2019,1,3,7,30,14,1,6,3.3000000000000003,0.11,0.4,82.81,6,726
2019,1,3,8,0,53,13,6,5.300000000000001,0.11,0.5,86.27,7.4,726
2019,1,3,8,30,94,24,6,5.300000000000001,0.11,0.8,76.89,9.1,726
2019,1,3,9,0,154,171,7,3.1,0.11,1.1,58.43,10.9,727
2019,1,3,9,30,199,276,7,3.1,0.11,1.4000000000000001,53.63,12.200000000000001,727
2019,1,3,10,0,211,454,7,2.7,0.11,1.6,47.86,13.5,727
2019,1,3,10,30,239,497,7,2.6,0.11,1.8,44.81,14.5,726
2019,1,3,11,0,247,578,7,2.4000000000000004,0.11,1.9000000000000001,41.58,15.4,726
2019,1,3,11,30,220,698,7,2.4000000000000004,0.11,1.9000000000000001,39.71,16.1,725
2019,1,3,12,0,318,522,7,2.1,0.11,1.9000000000000001,37.38,16.7,725
2019,1,3,12,30,306,585,7,2.1,0.11,1.9000000000000001,36.39,17.1,724
2019,1,3,13,0,227,739,7,1.7000000000000002,0.11,1.8,34.52,17.5,724
2019,1,3,13,30,238,687,7,1.7000000000000002,0.11,1.8,34.04,17.7,723
2019,1,3,14,0,301,482,7,1.5,0.11,1.7000000000000002,33.410000000000004,17.8,723
2019,1,3,14,30,143,823,0,1.5,0.11,1.8,33.83,17.6,723
2019,1,3,15,0,78,956,0,1.5,0.11,1.8,34.31,17.400000000000002,723
2019,1,3,15,30,69,943,0,1.5,0.11,1.8,35.410000000000004,16.900000000000002,723
2019,1,3,16,0,60,917,0,2.1,0.11,1.7000000000000002,38.14,16.400000000000002,723
2019,1,3,16,30,55,855,0,2.1,0.11,1.3,42.24,14.8,723
2019,1,3,17,0,48,757,0,7.2,0.11,0.9,66.56,13.3,723
2019,1,3,17,30,47,431,7,7.2,0.11,0.9,66.56,13.3,723
2019,1,3,18,0,18,152,7,5.9,0.11,0.9,76.26,9.9,724
2019,1,3,18,30,0,0,7,5.9,0.11,0.8,76.77,9.8,724
2019,1,3,19,0,0,0,7,4.6000000000000005,0.11,0.8,71.06,9.600000000000001,724
2019,1,3,19,30,0,0,7,4.6000000000000005,0.11,0.8,72.61,9.3,725
2019,1,3,20,0,0,0,7,3.9000000000000004,0.11,0.8,70.54,9,725
2019,1,3,20,30,0,0,7,3.9000000000000004,0.11,0.9,72.46000000000001,8.6,725
2019,1,3,21,0,0,0,7,3.9000000000000004,0.11,0.9,74.64,8.1,725
2019,1,3,21,30,0,0,7,3.9000000000000004,0.11,0.9,75.66,7.9,725
2019,1,3,22,0,0,0,7,3.7,0.11,0.9,75.83,7.7,725
2019,1,3,22,30,0,0,7,3.7,0.11,0.8,75.32000000000001,7.800000000000001,725
2019,1,3,23,0,0,0,7,3.3000000000000003,0.11,0.7000000000000001,73.39,7.800000000000001,725
2019,1,3,23,30,0,0,7,3.3000000000000003,0.11,0.6000000000000001,73.39,7.800000000000001,725
2019,1,4,0,0,0,0,7,2.9000000000000004,0.11,0.4,71.2,7.800000000000001,725
2019,1,4,0,30,0,0,0,2.9000000000000004,0.11,0.4,71.2,7.800000000000001,725
2019,1,4,1,0,0,0,0,2.5,0.11,0.30000000000000004,68.93,7.800000000000001,725
2019,1,4,1,30,0,0,0,2.4000000000000004,0.11,0.4,70.35000000000001,7.5,725
2019,1,4,2,0,0,0,0,2.2,0.11,0.5,70.48,7.2,724
2019,1,4,2,30,0,0,0,2.2,0.11,0.5,71.45,7,724
2019,1,4,3,0,0,0,0,2.1,0.11,0.5,72.18,6.800000000000001,724
2019,1,4,3,30,0,0,0,2.1,0.11,0.6000000000000001,72.67,6.7,724
2019,1,4,4,0,0,0,0,2.1,0.11,0.6000000000000001,72.81,6.6000000000000005,724
2019,1,4,4,30,0,0,0,2.1,0.11,0.6000000000000001,73.31,6.5,724
2019,1,4,5,0,0,0,0,1.8,0.11,0.6000000000000001,71.94,6.5,724
2019,1,4,5,30,0,0,0,1.8,0.11,0.5,72.44,6.4,724
2019,1,4,6,0,0,0,0,1.5,0.11,0.5,71.47,6.300000000000001,725
2019,1,4,6,30,0,0,0,1.5,0.11,0.4,70.98,6.4,725
2019,1,4,7,0,0,0,0,1.7000000000000002,0.11,0.30000000000000004,71.76,6.4,726
2019,1,4,7,30,20,243,0,1.7000000000000002,0.11,0.4,65.22,7.800000000000001,726
2019,1,4,8,0,37,585,0,3.7,0.11,0.4,69.18,9.1,726
2019,1,4,8,30,48,751,0,3.8000000000000003,0.11,0.7000000000000001,61.84,10.8,727
2019,1,4,9,0,55,848,0,1.9000000000000001,0.11,1.1,47.95,12.600000000000001,727
2019,1,4,9,30,61,910,0,1.9000000000000001,0.11,1.2000000000000002,44.64,13.700000000000001,727
2019,1,4,10,0,66,952,0,2,0.11,1.3,41.660000000000004,14.9,727
2019,1,4,10,30,68,981,0,2,0.11,1.4000000000000001,39.83,15.600000000000001,727
2019,1,4,11,0,71,1002,0,2.2,0.11,1.4000000000000001,38.31,16.400000000000002,726
2019,1,4,11,30,73,1015,0,2.2,0.11,1.6,37.35,16.8,726
2019,1,4,12,0,73,1024,0,2.3000000000000003,0.11,1.7000000000000002,36.69,17.3,726
2019,1,4,12,30,75,1026,0,2.3000000000000003,0.11,1.8,36.410000000000004,17.400000000000002,725
2019,1,4,13,0,113,956,0,2.5,0.11,1.9000000000000001,36.7,17.5,725
2019,1,4,13,30,211,753,7,2.5,0.11,2,37.12,17.3,724
2019,1,4,14,0,245,652,7,2.8000000000000003,0.11,2,38.24,17.1,724
2019,1,4,14,30,154,805,0,2.7,0.11,1.9000000000000001,39.22,16.7,724
2019,1,4,15,0,185,596,3,3,0.11,1.9000000000000001,40.56,16.400000000000002,724
2019,1,4,15,30,205,434,3,3,0.11,1.7000000000000002,41.87,15.9,724
2019,1,4,16,0,176,349,3,3.8000000000000003,0.11,1.5,45.84,15.4,725
2019,1,4,16,30,112,450,7,3.8000000000000003,0.11,1.1,49.51,14.200000000000001,725
2019,1,4,17,0,67,560,7,8.200000000000001,0.11,0.7000000000000001,72.04,13.100000000000001,725
2019,1,4,17,30,48,315,7,8.200000000000001,0.11,0.7000000000000001,72.04,13.100000000000001,725
2019,1,4,18,0,21,223,7,6.6000000000000005,0.11,0.6000000000000001,76.02,10.700000000000001,726
2019,1,4,18,30,0,0,7,6.6000000000000005,0.11,0.6000000000000001,77.55,10.4,726
2019,1,4,19,0,0,0,7,5.4,0.11,0.6000000000000001,72.56,10.100000000000001,726
2019,1,4,19,30,0,0,7,5.4,0.11,0.8,76.55,9.3,726
2019,1,4,20,0,0,0,7,5.5,0.11,0.9,81.17,8.5,726
2019,1,4,20,30,0,0,7,5.5,0.11,1,84.54,7.9,726
2019,1,4,21,0,0,0,7,5.5,0.11,1.1,88.56,7.300000000000001,726
2019,1,4,21,30,0,0,7,5.5,0.11,1.1,90.4,7,726
2019,1,4,22,0,0,0,0,5.4,0.11,1.1,90.61,6.800000000000001,726
2019,1,4,22,30,0,0,0,5.4,0.11,1,91.23,6.7,726
2019,1,4,23,0,0,0,0,5.2,0.11,1,90.73,6.6000000000000005,726
2019,1,4,23,30,0,0,0,5.2,0.11,1,90.73,6.6000000000000005,726
2019,1,5,0,0,0,0,0,4.800000000000001,0.11,1,88.44,6.6000000000000005,726
2019,1,5,0,30,0,0,0,4.800000000000001,0.11,1,88.44,6.6000000000000005,726
2019,1,5,1,0,0,0,0,4.3,0.11,1,84.65,6.7,726
2019,1,5,1,30,0,0,0,4.3,0.11,0.9,85.23,6.6000000000000005,726
2019,1,5,2,0,0,0,0,3.8000000000000003,0.11,0.9,82.29,6.6000000000000005,726
2019,1,5,2,30,0,0,0,3.8000000000000003,0.11,0.9,82.86,6.5,726
2019,1,5,3,0,0,0,0,3.4000000000000004,0.11,0.8,80.7,6.5,725
2019,1,5,3,30,0,0,0,3.4000000000000004,0.11,0.8,81.82000000000001,6.300000000000001,725
2019,1,5,4,0,0,0,0,3.2,0.11,0.8,80.93,6.2,725
2019,1,5,4,30,0,0,0,3.2,0.11,0.8,81.49,6.1000000000000005,725
2019,1,5,5,0,0,0,0,2.9000000000000004,0.11,0.8,81.22,5.9,726
2019,1,5,5,30,0,0,0,2.9000000000000004,0.11,0.7000000000000001,81.22,5.9,726
2019,1,5,6,0,0,0,0,2.7,0.11,0.7000000000000001,80.34,5.800000000000001,726
2019,1,5,6,30,0,0,0,2.7,0.11,0.6000000000000001,79.24,6,726
2019,1,5,7,0,0,0,0,3,0.11,0.5,80,6.2,727
2019,1,5,7,30,18,133,0,3,0.11,0.4,71.71000000000001,7.800000000000001,727
2019,1,5,8,0,42,499,0,4.5,0.11,0.30000000000000004,71.12,9.5,727
2019,1,5,8,30,50,723,0,4.5,0.11,0.30000000000000004,63.6,11.200000000000001,728
2019,1,5,9,0,58,820,0,3.6,0.11,0.4,52.95,13,728
2019,1,5,9,30,64,883,0,3.6,0.11,0.5,48.67,14.3,728
2019,1,5,10,0,100,821,0,3.9000000000000004,0.11,0.6000000000000001,45.32,15.700000000000001,728
2019,1,5,10,30,169,700,3,3.9000000000000004,0.11,0.6000000000000001,43.07,16.5,728
2019,1,5,11,0,173,754,3,4.3,0.11,0.7000000000000001,41.97,17.3,727
2019,1,5,11,30,83,984,0,4.3,0.11,0.6000000000000001,40.67,17.8,727
2019,1,5,12,0,88,988,0,4.6000000000000005,0.11,0.6000000000000001,40.25,18.400000000000002,727
2019,1,5,12,30,145,890,0,4.6000000000000005,0.11,0.8,39.45,18.7,726
2019,1,5,13,0,193,803,0,5,0.11,1,39.69,19,726
2019,1,5,13,30,111,941,0,5,0.11,1.1,39.88,18.900000000000002,725
2019,1,5,14,0,215,675,0,5.300000000000001,0.11,1.3,40.77,18.900000000000002,725
2019,1,5,14,30,217,616,3,5.300000000000001,0.11,1.4000000000000001,41.54,18.6,725
2019,1,5,15,0,272,266,3,5.4,0.11,1.4000000000000001,42.83,18.3,725
2019,1,5,15,30,179,470,3,5.4,0.11,1.4000000000000001,44.2,17.8,725
2019,1,5,16,0,103,736,0,6,0.11,1.4000000000000001,47.59,17.2,726
2019,1,5,16,30,108,567,0,6,0.11,1.1,52,15.8,726
2019,1,5,17,0,94,366,3,9.3,0.11,0.8,71.49,14.4,726
2019,1,5,17,30,55,275,7,9.3,0.11,0.8,71.49,14.4,726
2019,1,5,18,0,20,120,7,8.5,0.11,0.7000000000000001,82.31,11.4,727
2019,1,5,18,30,0,0,7,8.5,0.11,0.7000000000000001,84.52,11,727
2019,1,5,19,0,0,0,7,7.4,0.11,0.7000000000000001,80.91,10.5,727
2019,1,5,19,30,0,0,3,7.4,0.11,0.7000000000000001,83.77,10,728
2019,1,5,20,0,0,0,3,6.800000000000001,0.11,0.8,83.96000000000001,9.4,728
2019,1,5,20,30,0,0,7,6.800000000000001,0.11,0.8,86.83,8.9,728
2019,1,5,21,0,0,0,7,6.4,0.11,0.8,88.05,8.3,728
2019,1,5,21,30,0,0,0,6.4,0.11,0.7000000000000001,89.85000000000001,8,728
2019,1,5,22,0,0,0,0,6.1000000000000005,0.11,0.6000000000000001,88.86,7.800000000000001,728
2019,1,5,22,30,0,0,0,6.1000000000000005,0.11,0.5,89.47,7.7,728
2019,1,5,23,0,0,0,0,5.6000000000000005,0.11,0.4,87.45,7.6000000000000005,728
2019,1,5,23,30,0,0,0,5.6000000000000005,0.11,0.4,88.65,7.4,728
2019,1,6,0,0,0,0,0,5.300000000000001,0.11,0.4,87.49,7.2,728
2019,1,6,0,30,0,0,0,5.300000000000001,0.11,0.5,88.09,7.1000000000000005,728
2019,1,6,1,0,0,0,0,4.800000000000001,0.11,0.6000000000000001,86.06,7,727
2019,1,6,1,30,0,0,7,4.800000000000001,0.11,0.5,87.25,6.800000000000001,727
2019,1,6,2,0,0,0,7,4.5,0.11,0.5,86.31,6.6000000000000005,727
2019,1,6,2,30,0,0,0,4.5,0.11,0.4,87.5,6.4,727
2019,1,6,3,0,0,0,0,4.2,0.11,0.4,86.97,6.2,727
2019,1,6,3,30,0,0,0,4.2,0.11,0.4,88.17,6,727
2019,1,6,4,0,0,0,0,4,0.11,0.4,88.22,5.800000000000001,727
2019,1,6,4,30,0,0,0,4,0.11,0.5,89.44,5.6000000000000005,727
2019,1,6,5,0,0,0,0,3.9000000000000004,0.11,0.6000000000000001,89.29,5.5,727
2019,1,6,5,30,0,0,0,3.9000000000000004,0.11,0.6000000000000001,89.91,5.4,727
2019,1,6,6,0,0,0,0,3.8000000000000003,0.11,0.7000000000000001,90.9,5.2,727
2019,1,6,6,30,0,0,0,3.8000000000000003,0.11,0.6000000000000001,89.64,5.4,727
2019,1,6,7,0,0,0,0,4.4,0.11,0.6000000000000001,92.38,5.5,728
2019,1,6,7,30,20,184,0,4.4,0.11,0.6000000000000001,81.63,7.300000000000001,728
2019,1,6,8,0,43,502,0,6.1000000000000005,0.11,0.7000000000000001,81.10000000000001,9.200000000000001,728
2019,1,6,8,30,59,678,0,6.1000000000000005,0.11,0.9,71.45,11.100000000000001,728
2019,1,6,9,0,69,782,0,5.300000000000001,0.11,1.2000000000000002,59.47,13,728
2019,1,6,9,30,78,849,0,5.300000000000001,0.11,1.4000000000000001,54.32,14.4,728
2019,1,6,10,0,84,893,0,5.5,0.11,1.6,50.82,15.700000000000001,728
2019,1,6,10,30,90,925,0,5.5,0.11,1.7000000000000002,48.300000000000004,16.5,728
2019,1,6,11,0,95,946,0,6,0.11,1.8,47.26,17.3,728
2019,1,6,11,30,101,955,0,5.9,0.11,1.8,45.44,17.900000000000002,727
2019,1,6,12,0,108,957,0,6.2,0.11,1.8,44.86,18.400000000000002,727
2019,1,6,12,30,109,959,0,6.2,0.11,1.8,43.97,18.7,726
2019,1,6,13,0,112,956,0,6.300000000000001,0.11,1.8,43.51,19,726
2019,1,6,13,30,112,948,0,6.300000000000001,0.11,1.7000000000000002,43.24,19.1,726
2019,1,6,14,0,112,934,0,6.300000000000001,0.11,1.7000000000000002,42.96,19.200000000000003,725
2019,1,6,14,30,110,913,0,6.300000000000001,0.11,1.6,43.5,19,725
2019,1,6,15,0,109,883,0,6.2,0.11,1.6,43.61,18.8,725
2019,1,6,15,30,103,848,0,6.2,0.11,1.6,44.99,18.3,725
2019,1,6,16,0,94,799,0,6.2,0.11,1.6,46.72,17.8,725
2019,1,6,16,30,99,464,0,6.2,0.11,1.2000000000000002,51.03,16.400000000000002,725
2019,1,6,17,0,58,62,3,9.9,0.11,0.8,71.94,14.9,726
2019,1,6,17,30,41,330,0,9.9,0.11,0.8,71.94,14.9,726
2019,1,6,18,0,24,166,0,8.8,0.11,0.8,83.53,11.5,726
2019,1,6,18,30,0,0,0,8.8,0.11,0.8,86.34,11,726
2019,1,6,19,0,0,0,0,7.800000000000001,0.11,0.7000000000000001,83.31,10.5,727
2019,1,6,19,30,0,0,0,7.800000000000001,0.11,0.7000000000000001,85.56,10.100000000000001,727
2019,1,6,20,0,0,0,0,6.9,0.11,0.6000000000000001,82.36,9.8,727
2019,1,6,20,30,0,0,0,6.9,0.11,0.6000000000000001,84.60000000000001,9.4,727
2019,1,6,21,0,0,0,0,6.2,0.11,0.7000000000000001,82.59,9,727
2019,1,6,21,30,0,0,0,6.2,0.11,0.7000000000000001,84.84,8.6,727
2019,1,6,22,0,0,0,0,5.6000000000000005,0.11,0.7000000000000001,84,8.1,727
2019,1,6,22,30,0,0,7,5.6000000000000005,0.11,0.7000000000000001,85.73,7.800000000000001,727
2019,1,6,23,0,0,0,7,4.9,0.11,0.7000000000000001,83.73,7.5,727
2019,1,6,23,30,0,0,0,4.9,0.11,0.7000000000000001,84.88,7.300000000000001,727
2019,1,7,0,0,0,0,0,4.3,0.11,0.7000000000000001,82.31,7.1000000000000005,727
2019,1,7,0,30,0,0,0,4.3,0.11,0.6000000000000001,82.87,7,727
2019,1,7,1,0,0,0,0,3.7,0.11,0.6000000000000001,80.11,6.9,727
2019,1,7,1,30,0,0,0,3.7,0.11,0.5,80.11,6.9,727
2019,1,7,2,0,0,0,0,3.2,0.11,0.4,77.41,6.9,726
2019,1,7,2,30,0,0,0,3.2,0.11,0.4,77.94,6.800000000000001,726
2019,1,7,3,0,0,0,0,3.1,0.11,0.30000000000000004,78.23,6.6000000000000005,726
2019,1,7,3,30,0,0,0,3.1,0.11,0.4,79.86,6.300000000000001,726
2019,1,7,4,0,0,0,0,3.2,0.11,0.4,81.47,6.1000000000000005,726
2019,1,7,4,30,0,0,0,3.2,0.11,0.5,83.18,5.800000000000001,726
2019,1,7,5,0,0,0,0,3.3000000000000003,0.11,0.6000000000000001,85.06,5.6000000000000005,726
2019,1,7,5,30,0,0,0,3.3000000000000003,0.11,0.6000000000000001,86.84,5.300000000000001,726
2019,1,7,6,0,0,0,0,3.4000000000000004,0.11,0.7000000000000001,88.76,5.1000000000000005,727
2019,1,7,6,30,0,0,0,3.4000000000000004,0.11,0.7000000000000001,88.76,5.1000000000000005,727
2019,1,7,7,0,0,0,0,4,0.11,0.7000000000000001,92.89,5.1000000000000005,727
2019,1,7,7,30,19,161,0,4,0.11,0.8,80.93,7.1000000000000005,727
2019,1,7,8,0,44,454,0,5.9,0.11,0.9,81.02,9,728
